Day,Month,Year,Time,Location,Route,Aboard,Passengers Aboard,Crew Aboard,Fatalities,Passenger Fatalities,Crew Fatalities,Ground,Flight #,AC Type,Registration,cn / ln,Summary
31,August,1988,0919,"Kowloon Bay, Hong Kong",Guangzhou - Hong Kong,89,78,11,7,1,6,0,301,Hawker Siddeley HS-121 Trident 2E,B-2218,2159,The right outboard flap of the plane hit the approach lights of Runway 31. The right main landing gear collapsed and the aircraft ran off the runway into the harbor.
31,August,1988,0901,"Dallas, Texas","Dallas/Fort Worth, TX - Salt Lake City, UT",108,101,7,14,12,2,0,1141,Boeing B-727-232 Adv,N473DA,20750/992,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system."
09,September,1988,1138,"Bangkok, Thailand",Hanoi - Bangkok,90,84,6,76,73,3,0,831,Tupolev TU-134A,VN-A102,60925,The aircraft crashed during approach in heavy rain and thunderstorms short of the runway. The crew descended below minimum altitude while over the outer marker. The plane lost height due to a microburst induced windshear when passing under a thunderstorm on final.
15,September,1988,1305,"Bahar Dar, Ethiopia",Bahar Dar - Asmara,104,98,6,35,35,0,0,604,Boeing B-737-230,ET-AJA,23914/1456,"During takeoff, the aircraft ingested numerous pigeons into both engines. One engine lost thrust almost immediately and the second lost thrust during the emergency return to the airport. The aircraft crashed while trying to land. Engine failure due to ingestion of 10-16 Columba Guinea birds."
17,October,1988,0030,"Rome, Italy",London - Rome,52,45,7,33,26,7,0,775,Boeing B-707-338C,5X-UBC,19630/746,"Undershot runway and hit  a building while performing a third landing attempt in fog. The crew's lack of adequate preparation in the procedure for a non-precision approach, especially in crew coordination, altitude callouts and their continued descent beyond MDA without having located the runway visual markings. Crew fatigue."
19,October,1988,0700,"Near Ahmedabad, India",Bombay - Ahmadabad,129,124,5,124,119,5,0,113,Boeing B-737-2A8,VT-EAH,20481/271,"The plane hit an electrical mast, 5 miles short of runway during an approach in fog and burst into flames. Error on the part of pilot-in-command as well as co-pilot due to non adherence to procedures under poor visibility conditions."
18,November,1988,0630,"Montluçon, France",Montluçon - Paris,4,2,2,4,2,2,0,440,Swearingen SA-226TC Metro II,F-GCPG,TC-334E,While taking off the nose pitched down the plane descended and crashed to the ground and caught fire. Inadvertent activation of the Stall Avoidance System resulting in the stick pusher activation at a crucial altitude.
21,December,1988,1903,"Lockerbie, Scotland",London - New York City,259,243,16,259,243,16,11,103,Boeing B-747-121A,N739PA,19646/15,"The airliner disappeared from radar shortly after leveling off at FL 310 while on a flight from Heathrow Airport, London,  to New York. The aircraft broke up with two main sections of wreckage coming down in the town of Lockerbie. Detonation of an explosive device in the forward cargo area planted by terrorists.  Musician Paul Jeffreys killed. The aircraft was named ""Clipper Maid of the Seas."""
08,January,1989,2025,"Leicestershire, England",London - Belfast,126,118,8,47,47,0,0,92,Boeing B-737-4Y0,G-OBME,23867/1603,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected.  A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach."
06,February,1989,1825,"Marseille, France",Marseille - Paris,3,0,3,3,0,3,0,3132,Vickers 952F Vanguard,F-GEJE,730,After a second takeoff attempt the cargo plane banked to the right until it crashed into the water.
08,February,1989,1408,"Santa Maria, Azores, Portugal",Bergamo - Orio al Serio - Santa Maria,144,137,7,144,137,7,0,1851,Boeing B-707-331B,N7231T,19572/687,"The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was cleared to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft.  Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value."
19,February,1989,0636,"Near Kuala Lumpur, Malaysia",Singapore - Kuala Lumpur,4,0,4,4,0,4,0,66,Boeing 747-249F,N807FT,21828/408,"The cargo plane descended below minimums and impacted trees and a hill. Non-standard phraseology used by Kuala Lumpur ATC, causing the crew to misinterpret the instructions."
24,February,1989,0209,"Honolulu, Hawaii",Los Angeles - Honolulu - Auckland - Sydney,356,338,18,9,9,0,0,811,Boeing B-747-122,N4713U,19875/89,"After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched forward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff. As a failsafe, the latches should have been blocked from moving by a mechanism called a ""locking sector"" (one on each latch), engaged manually by a lever after the door is closed.  However, the locking sectors as designed were not strong enough and could be overcome by the motors which was a design flaw right from the introduction of the747.  This was finally recognized as serious, after a non-fatal failure in 1987, but installing stronger locking sectors required taking each plane out of service 10 hours, and the FAA had allowed airlines 18 months so they could do it during other maintenance procedures."
10,March,1989,1209,"Dryden, Ontario, Canada",Dryden - Winnipeg,69,65,4,24,21,3,0,1363,Fokker F-28 Fellowship 1000,C-FONF,11060,"While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of  trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off  in deteriorating weather conditions with an accumulation of snow and ice on the wings.  Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision."
10,April,1989,2107,"Col de Tourniol, France",Paris - Valence,22,19,3,22,19,3,0,602,Fairchild FH-227B,F-GGDM,532,"After being cleared on a heading for Valence, the aircraft continued on its current heading until it struck a mountain at 4,100 feet. Crew error. Navigational error. Controlled flight into terrain."
07,June,1989,0427,"Near Paramaribo, Surinam",Paramaribo - Zanderij,187,178,9,176,167,9,0,764,McDonnell Douglas DC-8 Super 62,N1809E,46107/498,"The aircraft hit a tree and crashed during a third landing attempt in fog. The crew descended below the published minimum altitude. Despite concerns about possible landing equipment failures the crew was determined to make a landing and not divert to another airport as they were running out of fuel. They could not get an ILS signal and ignored a Ground Proximity Warning System alarm 60 seconds prior to the crash by turning it off 10 seconds after it started its warning. About 20 members from the Dutch soccer team ""Colorful 11"" from Surinam were killed."
19,July,1989,1600,"Sioux City, Iowa","Denver, CO - Chicago, IL",298,287,11,112,111,1,0,232,McDonnell Douglas DC-10-10,N1819U,46618/118,"Catastrophic failure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage. The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulic systems. The  failure was traced back to a manufacturing defect in the fan disk, which had microscopic cracks due to impurities. Subject of the 1992 TV-movie ""Crash Landing: The Rescue of Flight 232."""
27,July,1989,0700,"Tripoli, Libya",Jeddah - Tripoli,199,181,18,75,72,3,4,803,McDonnell Douglas DC-10-30,HL-7328,47887/125,The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.
31,July,1989,2200,"Auckland, New Zealand",Auckland - Christchurch,3,0,3,3,0,3,0,1,Convair CV-580,ZK-FTB,180,The cargo lost altitude shortly after lifting off and crashed and broke up in  Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.
03,September,1989,2045,"Near Sao Jose do Xingu, Brazil",Maraba - Belem,54,48,6,13,13,0,0,254,Boeing B-737-241,PP-VMK,21006/398,"A series of navigation errors led to the aircraft running out of fuel and crashing into the jungle. The crew was working with a filight plan that showed the course in tenths of a degree  instead of in the usual whole degrees. When the flight plan indicated 0270 degrees, the crew should have been flying at 027 degrees. Instead they flew at 270 degrees (west).Therefore, the crew flew in  the wrong direction, even though Belem was north of Maraba and the sun was setting right in front of them. Then they assumed they had overshot Belem and flew straight back east. Then they began following a river which they assumed was the Amazon which would lead them to Belem, but it was the Xingu river. Finally, they  tuned in a radio station and homed in on it assuming it was a Belem station, which it wasn't."
03,September,1989,1900,"Near Havana, Cuba","Havana - Köln, Bonn",126,115,11,126,115,11,45,9646,Ilyushin IL-62M,CU-T1281,3850453,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision of the pilot in command  to fly after an abrupt deterioration in weather conditions.
08,September,1989,1636,"Skagerrak, Denmark",Oslo - Hamburg,55,50,5,55,50,5,0,394,Convair CV-580,LN-PAA,056,"The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts.  Official PC: The accident was caused by loss of control due to the destruction of primary control surfaces in the tail section, which, in turn, was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure.
The condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint. The pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength. They had also been installed and inspected using sub-standard maintenance procedures. Undamped oscillations in the elevator contributed to the structural failure of the empennage."""
19,September,1989,14:00,"Near Bilma, Niger",N'Djamena - Paris,171,156,15,171,156,15,0,772,McDonnell Douglas DC-10-30,N54629,46852/125,"While climbing through FL 350, 46 minutes after takeoff, a bomb exploded in a container in location 13-R in the forward cargo hold. The aircraft disintegrated and crashed into the desert. A Congolese man, who boarded at Brazzaville and disembarked at Ndjamena was believed to have brought the bomb aboard."
20,September,1989,2321,"La Guardia Airport, New York, New York","New York City - Charlotte, NC",63,57,6,2,2,0,0,5050,Boeing B-737-401,N416US,23884/1643,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder."
26,September,1989,0828,"Terrace,  Canada",Vancouver - Terrace,7,5,2,7,5,2,0,070,Swearingen SA.227AC Metro III,C-GSLB,AC-481,"The plane struck trees, losing part of a wing after initiating a go-around. The crew continued with the approach beyond the missed approach point without establishing the required visual references."
27,September,1989,0953,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon National Park,21,19,2,10,8,2,0,Canyon 5,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around."
21,October,1989,0753,"Near Tegucigalpa, Honduras",Managua - Tegucigalpa,146,138,8,127,123,4,0,414,Boeing B-727-224,N88705,19514/597,The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.
26,October,1989,1855,"Hualien, China",Hualien - Taipei,54,47,7,54,47,7,0,204,Boeing B-737-209,B-180,23795/1319,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure."
28,October,1989,1837,"Halawa Point, Molokai, Hawaii","Kahului, Maui - Kaunakakai, Molokai",20,18,2,20,18,2,0,1712,de Havilland DHC-6 Twin Otter 300,N707PV,400,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff."
27,November,1989,0716,"Bogota, Colombia",Bogota - Cali,107,101,6,107,101,6,3,203,Boeing B-727-21,HK-1803,19035/272,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.
26,December,1989,2230,"Pasco, Washington",Yakima - Pasco,6,4,2,6,4,2,0,2415,British Aerospace 3101 Jetstream 31,N410UE,776,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air traffic controller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane."
15,January,1990,0830,"Pico Blanco, Costa Rica",San Jose - Palmar Sur,23,20,3,23,20,3,0,032,CASA 212 Aviocar 200,TI-SAB,163,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS."
17,January,1990,0719,"Near Leadville, Colorado",Denver - Montrose,1,0,1,1,0,1,0,824,Cessna 208A Caravan I Cargomaster,N835FE,208-00091,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit  while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight."
23,January,1990,0735,"Near Caracas, Venezuela",Caracas - Puerto Ayancucho,25,22,3,25,22,3,0,-,CASA 212-200 Aviocar,ARV-0210,268,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast."
25,January,1990,2134,"Cove Neck, New York",Medellin - New York City,158,149,9,73,65,8,0,052,Boeing B-707-321B,HK 2016,19276/592,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families."
14,February,1990,1303,"Near Bangalore, India",Bombay - Bangalore,146,139,7,92,87,5,0,605,Airbus A320-231,VT-EPN,079,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs."
12,April,1990,1444,"Off Vaeroy, Norway",Vaeroy - Bodo,5,3,2,5,3,2,0,839,de Havilland Canada DHC-6 Twin Otter 300,LN-BNS,536,Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.
18,May,1990,0625,"Manila, Philippines",Manila - Surigao City,21,19,2,21,19,2,4,075,Beechcraft 1900C-1,RP-C314,UC-46,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot  made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine."
10,June,1990,0733,"Oxfordshire, England","Birmingham, England - Malaga, Spain",87,81,6,0,0,0,0,5390,BAC One-Eleven 528FL,G-BJRT,BAC 234,"While en route, at FL 173, a large section of windshield  fell away from the aircraft. The decompression pulled the captain out from under his seatbelt. Despite trying to hold onto the yoke, the captain was sucked out into the opening. A steward in the cockpit was able to grab hold of his legs. Another steward was able to strap himself into the vacant seat and aid in holding onto the captain's legs. The co-pilot wearing full restraints made an emergency landing at Southampton. The captain remained half way out of the aircraft for 15 minutes and suffered only frostbite and some fractures. Improper bolts used to replace the windshield two days earlier."
27,August,1990,0100,"Elkhorn, Wisconsin","Elkhorn, WI - Chicago, IL",5,4,1,5,4,1,0,-,Bell BHT-206-B Helicopter,N16933,023338,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot."
02,October,1990,0915,"Guangzhou, China",Guangzhou - Shanghi,226,205,21,128,121,7,0,?/8301,Boeing B-737-247 / Boeing B-757-21B,B-2812/B-2510,24758/282 / 23189/1072,"Shortly after taking off a hijacker entered the cockpit and demanded to be flown to Hong Kong. The captain circled for 30 minutes and after a struggle in the cockpit, attempted to land at Guangzhou, hitting the runway hard, clipping a B-707, crashing into a B-757, filpping over and bursing into flames. Eighty-two aboard the B-737 and 46 aboard the B-757 were killed. Later figures suggest the death toll was 132 and included the hijacker and driver of a vehicle."
24,October,1990,0158,"Santiago de Cuba, Cuba",Camaguey - Santiago de Cuba,31,24,7,11,9,2,0,2886,Yakovlev YAK-40,CU-T1202,9631449,Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.
14,November,1990,1911,"Stadelberg, Switzerland",Milano - Zürich,46,40,6,46,40,6,0,404,McDonnell Douglas DC-9-32,I-ATJA,47641/746,"The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basic procedural instructions during the approach. ATC  did not observe the leaving of the cleared altitude of 4,000 ft."
21,November,1990,1115,"Koh Samui, Thailand",Bangkok - Koh Samui,38,33,5,38,33,5,0,125,de Havilland Canada DHC-8-103,OB-1358,T210-63675,"After receiving a runway change, the crew executed a missed approach.  They became confused on which way to go. They entered an area of clouds and heavy rain, became disoriented and descended in a left wing down attitude until they impacted the ground at a coconut plantation. The pilots experienced spatial disorientation which resulted in improper control of the aircraft. Numerous procedural errors and poor cockpit discipline by the crew. The pilot flew into weather conditions where he had no visual reference. Lack of cross-checking and monitoring of altitude. Improper monitoring the flight instruments."
03,December,1990,1345,"Romulus, Michigan",Detroit - Pittsburgh,198,186,12,8,7,1,0,299/1482,Boeing B-727-251 / MD Douglas DC-9-14,N278US/N3313L, 21157 / 45708/77,"At Detroit Metro Airport a ground collision occurred in dense fog. The 727 was on its takeoff roll when the DC-9 taxied onto the active runway. The wingtip of the 727 cut into the fuselage of the DC-9. Lack of proper crew coordination, including virtual reversal of roles by the DC-9 pilots, which led to their failure to stop taxiing and alert ground controller of their positional uncertainty in a timely manner before and after intruding onto the active runway. Contributing to cause of accident were:
- Deficiencies in ATC services provided by Detroit tower, including failure of ground control to take timely action to alert local controller to possible runway incursion, inadequate visibility observation, failure to use progressive taxi instructions low-visibility conditions, and issuance of inappropriate and confusing taxi instructions compounded by inadequate backup supervision for level of experience of staff on duty;
- Deficiencies in surface markings, signage and lighting at airport and failure of FAA surveillance to detect or correct any of these deficiencies;
- Failure of Northwest Airlines to provide adequate cockpit resource management training to line aircrews. Contributing to fatalities was inoperability of DC-9 internal tailcone release mechanism. Contributing to number and severity of injuries was failure of crew of DC-9 to properly execute the passenger evacuation. Eight killed aboard the DC-9. None aboard the B-727."
01,February,1991,1807,"LAX, Los Angeles, California",Columbus - Los Angeles \  Los Angeles - Fresno,101,93,8,34,30,4,0,1493/5569,Boeing B-737-300 / Swearingen SA-227AC,N388US/N683AV,23310/1145 / AC-683,"The Skywest Metroliner was told to taxi into position for takeoff and hold. The ATC became preoccupied with another aircraft that departed the tower frequency. A Wings West aircraft reporting ""ready for takeoff"", caused some confusion because the controller didn't have a flight progress strip in front of her. The strip appeared to have been misfiled at the clearance delivery position. The USAir, which was cleared to land, struck the rear of the Metroliner. After the collision, both planes slid off the runway into an unoccupied fire station and burst into flames.The failure of the Los Angeles Air Traffic facility management to implement procedures that provided redundancy comparable to the requirements contained in the National Operational Position Standards and the failure of the FAA ATS to provide adequate policy direction and oversight to its ATC facility managers. These failures created an environment in the Los Angeles ATC tower that ultimately led to the failure of the  controller to maintain awareness of the traffic situation, culminating in the inappropriate clearances and the subsequent collision of the USAir and SkyWest aircraft. Twenty-two killed aboard the USAir and all 12 aboard the Metroliner. One additional person died 31 days after the accident making it 35 killed."
17,February,1991,0020,"Cleveland, Ohio",Cleveland - Indianapolis,2,0,2,2,0,2,0,590,McDonnell Douglas DC-9-15RC,N565PC,47240/346,"The cargo plane stalled during takeoff cart wheeled and crashed. The failure of the flight crew to detect and remove ice contamination on the airplane's wings, which was largely a result of a lack of appropriate response by the Federal Aviation Administration, Douglas Aircraft Company, and Ryan International Airlines to the known effect that a minute amount of contamination has on the stall characteristics of the DC-9 series 10 airplane. The ice contamination led to wing stall and loss of control during the attempted takeoff."
03,March,1991,0944,"Near Colorado Springs, Colorado",Denver - Colorado Springs,25,20,5,25,20,5,0,585,Boeing B-737-291,N999UA,22742/875,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline."
05,March,1991,1615,"La Puerta, Venezuela",Maracaibo - Santa Barbara de Zulia,45,40,5,45,40,5,0,108,McDonnell Douglas DC-9-32,YV-23C,47720/846,The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.
05,April,1991,1451,"Brunswick, Georgia",Atlanta - Brunswick,23,20,3,23,20,3,0,2311,Embraer 120RT- Brasilia,N270AS,120-218,"Just after turning onto final approach, the aircraft suddenly rolled left until the wings were perpendicular to the ground and crashed in a nose down attitude 2 miles short of  the runway. Malfunction of the left engine propeller control unit which allowed the propeller blade angle to go below the flight idle position. Contributing to the accident was the deficient design of the propeller control unit by Hamilton Standard and the approval of the design by the FAA . Texas Senator John Tower, 66, his daughter and astronaut Manley ""Sonny"" Carter were among those killed."
09,May,1991,0237,"Sulawesi, Indonesia",Ambon - Ternate - Manado,13,8,5,13,8,5,0,7533,Fokker F-27 Friendship 600,PK-MFD,10399,Crashed into Mt. Klabat in heavy fog while descending for a landing.
26,May,1991,2317,"Near Ban Nong Rong, Thailand","Bangkok - Wien, Austria",223,213,10,223,213,10,0,004,Boeing B-767-3Z9ER,OE-LAV,24628/283,"Twelve minutes after takeoff the crew received a visual REV ISLN advisory warning which indicated that an additional system failure may cause deployment of the No. 1 engine thrust reverser. No action was taken since the manual indicated ""No Action Required"". Just before reaching FL 310 during a climb, there was an uncommanded deployment of the No. 1 engine thrust reverser. The aircraft stalled, went into a steep high speed dive, broke apart at 4,000 feet and crashed into the jungle 70 miles northwest of Bangkok. Failure of the reverse thrust isolation valve. Following the accident Boeing made modifications to the thrust reverser system. The aircraft was named Wolfgang Amadeus Mozart."
01,June,1991,1016,"Off Matthewtown, Great Inagua","Grada Zuma, Bahamas - Cape Hatien",3,2,1,2,2,0,0,90,GAF Nomad N24A,N8071L,44,"The aircraft ditched 1.25 miles off Grada Zuma, following a reported engine failure."
10,July,1991,1812,"Birmingham, Alabama",New Orleans - Mobile - Birmingham,15,13,2,13,12,1,0,508,Beechcraft BE-99-C99,N7217L,U226,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles.  Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident."
11,July,1991,0840,"Jeddah, Saudi Arabia",Jeddah - Sokoto,261,247,14,261,247,14,0,2120,McDonnell Douglas DC-8 Super 61,C-GMXQ,45982/345,"After taking off, fire was reported in the landing gear well. The aircraft crashed while trying to return to the airport. Loss of hydraulics and electrical systems after a fire, started in the wheel when two tires disintegrated due to under inflation of one tire. This caused a fire which ignited years of accumulated flammables in the DC-8's wheel well leading to an uncontroable fire. The plane was allowed to leave with an under inflated tire. Twenty minutes prior to departure, the Nationair lead mechanic made a request for nitrogen to inflate the low tire. Nitrogen was not readily available and a delay would probably have occur procuring it. The Nationair project manager, without conferring with the flight crew, released the plane."
16,August,1991,0155,"Imphal, India",Calcutta - Imphal,69,63,6,69,63,6,0,257,Boeing B-737-2A8,VT-EFL,21497,Crashed into high ground during approach to Imphal. The crew failed to follow the correct approach course.
11,September,1991,1003,"Near Eagle Lake, Texas",Laredo - Houston,14,11,3,14,11,3,0,2574,Embraer 120RT Brasilia,N33701,120-077,In-flight loss of the leading edge of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Work was scheduled on both the right and left leading edges of he horizontal stabilizer. Screws were removed from both the right and left side. A later shift decided not to do the left side but did not know the earlier shift removed the left side screws. Lack of compliance with FAA approved maintenance procedures.
07,November,1991,1342,"Makhackala, Russia",Ellsta - Makhackala,51,47,4,51,47,4,0,C-519,Yakovlev YAK-40,CCCP-87526,9520841,Crashed into a mountain during daytime in poor weather. Failure of the crew to follow the correct approach path.
11,November,1991,2143,"Recife, Brazil",Recife - Maceió - Aracajú - Salvador,15,12,3,15,12,3,2,115,Embraer 110P1 Bandeirante,PT-SCU,110-314,Crashed on takeoff hitting power lines and roof tops before coming to rest in a market square. Uncontained failure of the right engine.
27,December,1991,0851,"Stockholm, Sweden",Stockholm-Copenhagen-Warsaw,129,123,6,0,0,0,0,751,Mc Donnell Douglas MD-81,OY-KHO,53003/1844,"The aircraft reached an altitude of 3,000 feet and then made an emergency descent, clipping trees and made a belly landing in a field, breaking into 3 parts but staying together. Failure of both engines. Improper deicing of the aircraft led to chunks of ice breaking off and being ingested into both engines, leading to engine surg. The captain reduced thrust as he shoulld have. An ATR system, which was unknown within SAS, acted  as a safety system increased the throttles after the captain reduced power causing the engines to continue to surge, destroying the engines.The aircraft was named Dana Viking."
29,December,1991,1505,"Wanli, Taiwan",Taipei - Anchorage,5,0,5,5,0,5,0,358,Boeing B-747-2R7F,B-198,22390,The cargo plane crashed on takeoff  after losing the No. 3 and 4 engines due to corroded midspar fuse pins. The No. 3 engine broke loose first striking the No. 4 engine.
06,January,1993,1920,"Paris, France",Bremen - Paris,23,19,4,4,4,0,0,5634,de Havilland Canada DHC-8-301,D-BEAT,210,"While approaching Charles de Gaulle Airport,  a preceding Korean Air, Boeing 747 blew a tire on landing and the runway was closed. The crew had to use another runway but the aircraft entered a high sink rate and flew into the ground 5,500 feet short of the runway."
